,0,1,prob_ratio
from u,0.00038257384420466883,0.0003074882870279288,1.244189975177559
the border,0.0005813135035317694,0.0004677902376112095,1.2426798526199931
the country,0.005466996795322993,0.004402474479200818,1.241800905638735
plane crash,0.00039913548248192725,0.0003220611916264087,1.2393156731063852
to show,0.00039913548248192725,0.0003220611916264087,1.2393156731063852
war ii,0.00039913548248192725,0.0003220611916264087,1.2393156731063852
iran nuclear,0.00039913548248192725,0.0003220611916264087,1.2393156731063852
down in,0.00039913548248192725,0.0003220611916264087,1.2393156731063852
the body,0.00041569712075918556,0.00033663409622488905,1.2348633885305496
killed by,0.0010450393752950043,0.0008466857571716905,1.2342706446201523
vladimir putin,0.0012934639494538798,0.0010507064215504109,1.2310422044868239
to remove,0.0006475600566408028,0.0005260818560051296,1.2309112151446042
not only,0.00043225875903644387,0.0003512070008233691,1.2307805881518794
the military,0.00043225875903644387,0.0003512070008233691,1.2307805881518794
u and,0.001525326885335497,0.0012401541813306515,1.2299493952428262
he wa,0.0017571898212171138,0.001429601941110892,1.2291462194376044
a muslim,0.0004488203973137022,0.0003657799054218491,1.227023110512546
world first,0.0004488203973137022,0.0003657799054218491,1.227023110512546
aid to,0.00046538203559096076,0.00038035281002032906,1.223553562194235
sri lanka,0.00046538203559096076,0.00038035281002032906,1.223553562194235
the israeli,0.0009622311839087124,0.0007883941387777696,1.220495100839332
court in,0.000481943673868219,0.000394925714618809,1.220340069102367
year of,0.0009787928221859706,0.0008029670433762503,1.2189701062579386
in ukraine,0.0009787928221859706,0.0008029670433762503,1.2189701062579386
the region,0.0004985053121454775,0.0004094986192172892,1.2173552943800265
during a,0.0004985053121454775,0.0004094986192172892,1.2173552943800265
that it,0.0015087652470582383,0.0012401541813306515,1.2165948958373662
the way,0.0005150669504227355,0.0004240715238157692,1.2145756588138603
uk government,0.0007800531628588697,0.0006426650927929697,1.2137786408607052
and is,0.0007800531628588697,0.0006426650927929697,1.2137786408607052
country in,0.0007966148011361281,0.0006572379973914498,1.2120644337330755
year old,0.0016081350767217892,0.0013275916089215312,1.2113175964016205
to get,0.001343148864285655,0.001108998039944331,1.2111372751867784
world war,0.0008297380776906447,0.0006863838065884096,1.2088543898125463
be the,0.0011112859284040377,0.0009195502801640907,1.2085102385110822
in canada,0.0008959846307996781,0.0007446754249823298,1.2031881283324728
level of,0.0005978751418090278,0.0004969360468081693,1.2031229081673436
up the,0.0006144367800862858,0.0005115089514066495,1.201223905068689
pirate bay,0.0009291079073541957,0.00077382123417929,1.2006751253596728
presidential election,0.00031632729109563537,0.0002637695732324887,1.1992561811396716
proposal to,0.00031632729109563537,0.0002637695732324887,1.1992561811396716
a man,0.0009787928221859706,0.0008175399479747304,1.1972415838647488
is being,0.0009787928221859706,0.0008175399479747304,1.1972415838647488
iran to,0.00033288892937289314,0.0002783424778309689,1.19596883654621
shuts down,0.00033288892937289314,0.0002783424778309689,1.19596883654621
talk with,0.00033288892937289314,0.0002783424778309689,1.19596883654621
of oil,0.00033288892937289314,0.0002783424778309689,1.19596883654621
of what,0.00033288892937289314,0.0002783424778309689,1.19596883654621
china say,0.00033288892937289314,0.0002783424778309689,1.19596883654621
under the,0.0006972449714725782,0.0005843734743990496,1.193149590147982
oil spill,0.0006972449714725782,0.0005843734743990496,1.193149590147982
willing to,0.0003494505676501519,0.00029291538242944844,1.1930085909172778
abuse of,0.0003494505676501519,0.00029291538242944844,1.1930085909172778
and south,0.0003494505676501519,0.00029291538242944844,1.1930085909172778
name of,0.0003660122059274101,0.0003074882870279288,1.1903289372910832
with russia,0.0003660122059274101,0.0003074882870279288,1.1903289372910832
year ago,0.0011278475666812954,0.00094869608936105,1.1888396920039004
even if,0.00038257384420466883,0.0003220611916264087,1.1878917862554979
the best,0.00038257384420466883,0.0003220611916264087,1.1878917862554979
international law,0.00038257384420466883,0.0003220611916264087,1.1878917862554979
